tile,cpc
10,0.45445778695223715
101,0.5177873210143639
103,0.5274563582106961
104,0.5199915992231874
107,0.5479916705491109
110,0.0
111,0.0
113,0.5005213577116749
114,0.5251698283924581
117,0.5608425644585996
118,0.5196853151990318
119,0.4851308844952321
132,0.5141617549257483
135,0.5474452041560349
138,0.0
143,0.5521279933075395
146,0.4358816681275403
147,0.49267534677360464
148,0.4760094156633976
151,0.0
153,0.4869932036559644
156,0.6243068095098337
157,0.41770142479256284
158,0.4721275155390078
160,0.46751759517910985
161,0.5222657295752788
163,0.4777836445811623
164,0.477153962405127
165,0.5276101259832049
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.4948323411388302
174,0.0
177,0.49742294584292096
178,0.48362530072618753
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.6175876654372425
191,0.7629188771301995
192,0.49552099141907024
195,0.43497603297225307
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.48351267456205077
208,0.43714921549811975
209,0.5000477335531684
21,0.42871451591656057
210,0.5712817150975436
212,0.613847621234493
213,0.5437304424393803
214,0.0
216,0.0
22,0.34520025004714544
221,0.5706902307728955
227,0.0
23,0.5083733439684728
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5769493535316035
246,0.6389326580500199
248,0.5051168864355148
251,0.5596766046194984
253,0.7002041812411293
255,0.5992092820027977
256,0.5381540976083615
264,0.0
266,0.5143657153909056
267,0.5291761964878912
270,0.4513105012146599
271,0.5377374716623556
274,0.4420177812137611
275,0.0
277,0.44294030362966275
278,0.5527778947318359
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.5192269951320353
295,0.544361439221609
296,0.526127299365131
297,0.4095715080690039
30,0.4820367991282824
300,0.5032471796945005
301,0.6034142430486149
302,0.5104403613352204
303,0.5439252439918244
306,0.5607661822985469
31,0.4982076188971417
311,0.5766738660907127
318,0.49105734688056085
319,0.48540770241947806
32,0.3687245958769767
320,0.5190010431166424
321,0.4227041015439196
323,0.43247165741693083
325,0.4883555744665381
326,0.5671119592875318
328,0.6595489337444125
331,0.5482977038796516
333,0.723202170963365
342,0.2529213314320582
345,0.537458026774003
347,0.492427347469565
348,0.5069382449693481
349,0.5466626187246572
352,0.49312141934248643
354,0.46118119756198683
355,0.4183315193322564
356,0.5065513233852913
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.45602169532160086
367,0.0
37,0.6146102966091663
371,0.18288669900585264
373,0.44113451463597647
377,0.5000741855654225
379,0.5062580065572346
38,0.4692218350754936
383,0.42635363865040266
386,0.545728615205205
388,0.6081818498015097
389,0.0
39,0.5770039495204276
390,0.7498039215686274
396,0.0
399,0.3816429379098469
4,0.5149179309880545
40,0.4658797786895539
401,0.5609250945822235
402,0.5512574881838952
405,0.5331372545450986
408,0.5383890012953908
41,0.4425850406400533
411,0.4451687466574371
412,0.459912064511017
414,0.548694837058935
417,0.6004092370651856
42,0.4823740748078302
422,0.47956130658441165
43,0.43948289988061323
437,0.3986757676040736
438,0.6755246491990563
439,0.46934865900383144
44,0.42681701960724955
440,0.0
444,0.0
445,0.5403855439274178
447,0.0
45,0.6014461931093151
450,0.4375838513081907
456,0.41553721153368545
463,0.4952518385644411
467,0.5876223817352751
47,0.5042243244497847
49,0.5388962228384379
5,0.5282233607099319
50,0.5425352127903029
54,0.5681057982565273
55,0.5018315018315018
56,0.0
57,0.532931666690148
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5392238772656361
72,0.5237137996076353
73,0.4740254569475988
78,0.5564051180884092
80,0.6559068202479902
82,0.49037866653293677
84,0.40786173152085653
87,0.43107026386006525
88,0.5890040936500534
9,0.6569942701422621
91,0.49114910939354284
93,0.48253019093669525
94,0.43853356552069667
97,0.4708990970600379
98,0.49934298086054696
99,0.4812468138452115
